word,source,band,tier,in_tangocho,jp
reduction,NGSL,2000,T2,,
reform,NGSL,2000,T2,,
refuse,NGSL,2000,T2,,
regional,NGSL,2000,T2,,
register,NGSL,2000,T2,,
regular,NGSL,2000,T2,,
regulation,NGSL,2000,T2,,
reject,NGSL,2000,T2,,
relative,NGSL,2000,T2,,
relatively,NGSL,2000,T2,,
relax,NGSL,2000,T2,,
relevant,NGSL,2000,T2,,
relief,NGSL,2000,T2,,
religion,NGSL,2000,T2,,
religious,NGSL,2000,T2,,
rely,NGSL,2000,T2,,
remark,NGSL,2000,T2,,
remind,NGSL,2000,T2,,
remove,NGSL,2000,T2,,
rent,NGSL,2000,T2,,
repair,NGSL,2000,T2,,
repeat,NGSL,2000,T2,,
reply,NGSL,2000,T2,,
reporter,NGSL,2000,T2,,
representative,NGSL,2000,T2,,
reputation,NGSL,2000,T2,,
request,NGSL,2000,T2,,
requirement,NGSL,2000,T2,,
researcher,NGSL,2000,T2,,
reserve,NGSL,2000,T2,,
resident,NGSL,2000,T2,,
resolution,NGSL,2000,T2,,
resolve,NGSL,2000,T2,,
respond,NGSL,2000,T2,,
responsible,NGSL,2000,T2,,
retain,NGSL,2000,T2,,
retire,NGSL,2000,T2,,
reveal,NGSL,2000,T2,,
revenue,NGSL,2000,T2,,
revolution,NGSL,2000,T2,yes,回転、旋回 / 公転、周転
reward,NGSL,2000,T2,,
rich,NGSL,2000,T2,,
ride,NGSL,2000,T2,,
river,NGSL,2000,T2,,
roll,NGSL,2000,T2,,
root,NGSL,2000,T2,,
route,NGSL,2000,T2,,
row,NGSL,2000,T2,,
rural,NGSL,2000,T2,,
rush,NGSL,2000,T2,,
sad,NGSL,2000,T2,,
safe,NGSL,2000,T2,,
safety,NGSL,2000,T2,,
salary,NGSL,2000,T2,,
sample,NGSL,2000,T2,,
satisfy,NGSL,2000,T2,,
scale,NGSL,2000,T2,,
scene,NGSL,2000,T2,,
schedule,NGSL,2000,T2,,
scheme,NGSL,2000,T2,,
scientific,NGSL,2000,T2,,
scientist,NGSL,2000,T2,,
secondly,NGSL,2000,T2,,
secret,NGSL,2000,T2,,
secretary,NGSL,2000,T2,,
sector,NGSL,2000,T2,,
secure,NGSL,2000,T2,,
seed,NGSL,2000,T2,,
select,NGSL,2000,T2,,
selection,NGSL,2000,T2,,
self,NGSL,2000,T2,,
senior,NGSL,2000,T2,,
sentence,NGSL,2000,T2,,
sequence,NGSL,2000,T2,,
seriously,NGSL,2000,T2,,
session,NGSL,2000,T2,,
settle,NGSL,2000,T2,,
settlement,NGSL,2000,T2,,
severe,NGSL,2000,T2,,
sex,NGSL,2000,T2,,
sexual,NGSL,2000,T2,,
shake,NGSL,2000,T2,,
sharp,NGSL,2000,T2,,
sheet,NGSL,2000,T2,,
shift,NGSL,2000,T2,,
ship,NGSL,2000,T2,,
shirt,NGSL,2000,T2,,
shock,NGSL,2000,T2,,
shoe,NGSL,2000,T2,,
shoot,NGSL,2000,T2,,
shot,NGSL,2000,T2,,
shoulder,NGSL,2000,T2,,
shout,NGSL,2000,T2,,
shut,NGSL,2000,T2,,
sick,NGSL,2000,T2,,
sight,NGSL,2000,T2,,
signal,NGSL,2000,T2,,
significantly,NGSL,2000,T2,,
silence,NGSL,2000,T2,,
skin,NGSL,2000,T2,,
sky,NGSL,2000,T2,,
slide,NGSL,2000,T2,,
slightly,NGSL,2000,T2,,
slip,NGSL,2000,T2,,
slow,NGSL,2000,T2,,
slowly,NGSL,2000,T2,,
smell,NGSL,2000,T2,,
smoke,NGSL,2000,T2,,
snow,NGSL,2000,T2,,
soft,NGSL,2000,T2,,
software,NGSL,2000,T2,,
soldier,NGSL,2000,T2,,
solve,NGSL,2000,T2,,
somehow,NGSL,2000,T2,,
somewhat,NGSL,2000,T2,,
somewhere,NGSL,2000,T2,,
soul,NGSL,2000,T2,,
south,NGSL,2000,T2,,
southern,NGSL,2000,T2,,
speaker,NGSL,2000,T2,,
specifically,NGSL,2000,T2,,
speed,NGSL,2000,T2,,
spell,NGSL,2000,T2,,
spirit,NGSL,2000,T2,,
split,NGSL,2000,T2,,
spot,NGSL,2000,T2,,
spread,NGSL,2000,T2,,
spring,NGSL,2000,T2,,
square,NGSL,2000,T2,,
stable,NGSL,2000,T2,,
status,NGSL,2000,T2,,
steal,NGSL,2000,T2,,
stick,NGSL,2000,T2,,
stone,NGSL,2000,T2,,
storm,NGSL,2000,T2,,
straight,NGSL,2000,T2,,
strange,NGSL,2000,T2,,
strength,NGSL,2000,T2,,
stress,NGSL,2000,T2,,
stretch,NGSL,2000,T2,,
strongly,NGSL,2000,T2,,
struggle,NGSL,2000,T2,,
studio,NGSL,2000,T2,,
substantial,NGSL,2000,T2,,
succeed,NGSL,2000,T2,,
sudden,NGSL,2000,T2,,
sufficient,NGSL,2000,T2,,
suggestion,NGSL,2000,T2,,
suit,NGSL,2000,T2,,
suitable,NGSL,2000,T2,,
sum,NGSL,2000,T2,,
sun,NGSL,2000,T2,,
surely,NGSL,2000,T2,,
surface,NGSL,2000,T2,,
surround,NGSL,2000,T2,,
survey,NGSL,2000,T2,,
survive,NGSL,2000,T2,,
suspect,NGSL,2000,T2,,
sweet,NGSL,2000,T2,,
swim,NGSL,2000,T2,,
swing,NGSL,2000,T2,,
switch,NGSL,2000,T2,,
talent,NGSL,2000,T2,,
tall,NGSL,2000,T2,,
tape,NGSL,2000,T2,,
taste,NGSL,2000,T2,,
taxi,NGSL,2000,T2,,
tea,NGSL,2000,T2,,
tear,NGSL,2000,T2,,
technical,NGSL,2000,T2,,
technique,NGSL,2000,T2,,
telephone,NGSL,2000,T2,,
temperature,NGSL,2000,T2,,
temporary,NGSL,2000,T2,,
tennis,NGSL,2000,T2,,
terrible,NGSL,2000,T2,,
text,NGSL,2000,T2,,
theater,NGSL,2000,T2,,
theme,NGSL,2000,T2,,
thick,NGSL,2000,T2,,
thin,NGSL,2000,T2,,
threat,NGSL,2000,T2,,
threaten,NGSL,2000,T2,,
ticket,NGSL,2000,T2,,
tie,NGSL,2000,T2,,
till,NGSL,2000,T2,,
tiny,NGSL,2000,T2,,
tip,NGSL,2000,T2,,
tire,NGSL,2000,T2,,
title,NGSL,2000,T2,,
tone,NGSL,2000,T2,,
tonight,NGSL,2000,T2,,
tool,NGSL,2000,T2,,
topic,NGSL,2000,T2,,
totally,NGSL,2000,T2,,
tough,NGSL,2000,T2,,
tour,NGSL,2000,T2,,
tourist,NGSL,2000,T2,,
toy,NGSL,2000,T2,,
tradition,NGSL,2000,T2,,
traffic,NGSL,2000,T2,,
transfer,NGSL,2000,T2,,
transport,NGSL,2000,T2,,
trend,NGSL,2000,T2,,
trial,NGSL,2000,T2,,
troop,NGSL,2000,T2,,
truly,NGSL,2000,T2,,
trust,NGSL,2000,T2,,
truth,NGSL,2000,T2,,
twice,NGSL,2000,T2,,
typical,NGSL,2000,T2,,
unable,NGSL,2000,T2,,
unemployment,NGSL,2000,T2,,
unfortunately,NGSL,2000,T2,,
union,NGSL,2000,T2,,
unique,NGSL,2000,T2,,
unless,NGSL,2000,T2,,
unlike,NGSL,2000,T2,,
unusual,NGSL,2000,T2,,
update,NGSL,2000,T2,,
upper,NGSL,2000,T2,,
urban,NGSL,2000,T2,,
urge,NGSL,2000,T2,,
user,NGSL,2000,T2,,
usual,NGSL,2000,T2,,
valuable,NGSL,2000,T2,,
variable,NGSL,2000,T2,,
vary,NGSL,2000,T2,,
vast,NGSL,2000,T2,,
vehicle,NGSL,2000,T2,,
via,NGSL,2000,T2,,
victim,NGSL,2000,T2,,
victory,NGSL,2000,T2,,
video,NGSL,2000,T2,,
violence,NGSL,2000,T2,,
vision,NGSL,2000,T2,,
visitor,NGSL,2000,T2,,
volume,NGSL,2000,T2,,
volunteer,NGSL,2000,T2,,
voter,NGSL,2000,T2,,
wage,NGSL,2000,T2,,
wake,NGSL,2000,T2,,
warm,NGSL,2000,T2,,
warn,NGSL,2000,T2,,
wash,NGSL,2000,T2,,
waste,NGSL,2000,T2,,
wave,NGSL,2000,T2,,
weak,NGSL,2000,T2,,
weapon,NGSL,2000,T2,,
weather,NGSL,2000,T2,,
wed,NGSL,2000,T2,,
west,NGSL,2000,T2,,
wheel,NGSL,2000,T2,,
whereas,NGSL,2000,T2,,
widely,NGSL,2000,T2,,
wild,NGSL,2000,T2,,
wind,NGSL,2000,T2,,
wine,NGSL,2000,T2,,
winner,NGSL,2000,T2,,
winter,NGSL,2000,T2,,
witness,NGSL,2000,T2,,
wonderful,NGSL,2000,T2,,
wood,NGSL,2000,T2,,
writer,NGSL,2000,T2,,
yard,NGSL,2000,T2,,
yellow,NGSL,2000,T2,,
yield,NGSL,2000,T2,,
youth,NGSL,2000,T2,,
abortion,NGSL,3000,T3,,
absolute,NGSL,3000,T3,,
abstract,NGSL,3000,T3,,
acceptable,NGSL,3000,T3,,
accomplish,NGSL,3000,T3,,
accurate,NGSL,3000,T3,,
acquisition,NGSL,3000,T3,,
adapt,NGSL,3000,T3,,
adequate,NGSL,3000,T3,,
adjust,NGSL,3000,T3,,
adjustment,NGSL,3000,T3,,
admire,NGSL,3000,T3,,
adventure,NGSL,3000,T3,,
adviser,NGSL,3000,T3,,
advocate,NGSL,3000,T3,,
agenda,NGSL,3000,T3,,
aggressive,NGSL,3000,T3,,
agricultural,NGSL,3000,T3,,
airline,NGSL,3000,T3,,
alarm,NGSL,3000,T3,,
album,NGSL,3000,T3,,
alcohol,NGSL,3000,T3,,
allege,NGSL,3000,T3,,
ally,NGSL,3000,T3,,
alongside,NGSL,3000,T3,,
alright,NGSL,3000,T3,,
alter,NGSL,3000,T3,,
altogether,NGSL,3000,T3,,
amendment,NGSL,3000,T3,,
analyst,NGSL,3000,T3,,
anger,NGSL,3000,T3,,
angle,NGSL,3000,T3,,
announcement,NGSL,3000,T3,,
anticipate,NGSL,3000,T3,,
anxiety,NGSL,3000,T3,,
anxious,NGSL,3000,T3,,
anymore,NGSL,3000,T3,,
apartment,NGSL,3000,T3,,
apologize,NGSL,3000,T3,,
apparent,NGSL,3000,T3,,
approval,NGSL,3000,T3,,
architecture,NGSL,3000,T3,,
arrival,NGSL,3000,T3,,
ashamed,NGSL,3000,T3,,
assign,NGSL,3000,T3,,
assist,NGSL,3000,T3,,
assistance,NGSL,3000,T3,,
assure,NGSL,3000,T3,,
athlete,NGSL,3000,T3,,
attachment,NGSL,3000,T3,,
attendance,NGSL,3000,T3,,
attraction,NGSL,3000,T3,,
attribute,NGSL,3000,T3,,
aunt,NGSL,3000,T3,,
automatically,NGSL,3000,T3,,
autumn,NGSL,3000,T3,,
awareness,NGSL,3000,T3,,
awful,NGSL,3000,T3,,
badly,NGSL,3000,T3,,
barely,NGSL,3000,T3,,
barrier,NGSL,3000,T3,,
bath,NGSL,3000,T3,,
beer,NGSL,3000,T3,,
behave,NGSL,3000,T3,,
bell,NGSL,3000,T3,,
belt,NGSL,3000,T3,,
bend,NGSL,3000,T3,,
beneath,NGSL,3000,T3,,
beside,NGSL,3000,T3,,
bias,NGSL,3000,T3,,
bid,NGSL,3000,T3,,
bin,NGSL,3000,T3,,
biological,NGSL,3000,T3,,
bite,NGSL,3000,T3,,
bless,NGSL,3000,T3,,
blind,NGSL,3000,T3,,
bloody,NGSL,3000,T3,,
boom,NGSL,3000,T3,,
boost,NGSL,3000,T3,,
boot,NGSL,3000,T3,,
boundary,NGSL,3000,T3,,
bowl,NGSL,3000,T3,,
bread,NGSL,3000,T3,,
breed,NGSL,3000,T3,,
briefly,NGSL,3000,T3,,
brilliant,NGSL,3000,T3,,
broadcast,NGSL,3000,T3,,
brush,NGSL,3000,T3,,
bunch,NGSL,3000,T3,,
burden,NGSL,3000,T3,,
burst,NGSL,3000,T3,,
bury,NGSL,3000,T3,,
button,NGSL,3000,T3,,
buyer,NGSL,3000,T3,,
cable,NGSL,3000,T3,,
cake,NGSL,3000,T3,,
cancel,NGSL,3000,T3,,
cap,NGSL,3000,T3,,
capability,NGSL,3000,T3,,
carbon,NGSL,3000,T3,,
carpet,NGSL,3000,T3,,
castle,NGSL,3000,T3,,
catalog,NGSL,3000,T3,,
celebration,NGSL,3000,T3,,
ceremony,NGSL,3000,T3,,
chamber,NGSL,3000,T3,,
champion,NGSL,3000,T3,yes,<（人・主義・主張の）擁護者、代弁者 ; 戦士
championship,NGSL,3000,T3,,
characterize,NGSL,3000,T3,,
charity,NGSL,3000,T3,,
charm,NGSL,3000,T3,,
chase,NGSL,3000,T3,,
chat,NGSL,3000,T3,,
cheek,NGSL,3000,T3,,
cheese,NGSL,3000,T3,,
chest,NGSL,3000,T3,,
chicken,NGSL,3000,T3,,
chocolate,NGSL,3000,T3,,
cigarette,NGSL,3000,T3,,
cite,NGSL,3000,T3,,
civilian,NGSL,3000,T3,,
classical,NGSL,3000,T3,,
clause,NGSL,3000,T3,,
clinical,NGSL,3000,T3,,
clothing,NGSL,3000,T3,,
cloud,NGSL,3000,T3,,
cluster,NGSL,3000,T3,,
coal,NGSL,3000,T3,,
coin,NGSL,3000,T3,,
comedy,NGSL,3000,T3,,
compensation,NGSL,3000,T3,,
competitor,NGSL,3000,T3,,
complexity,NGSL,3000,T3,,
compose,NGSL,3000,T3,,
composition,NGSL,3000,T3,,
compound,NGSL,3000,T3,,
comprehensive,NGSL,3000,T3,,
comprise,NGSL,3000,T3,,
compromise,NGSL,3000,T3,,
compute,NGSL,3000,T3,,
concrete,NGSL,3000,T3,,
confident,NGSL,3000,T3,,
confusion,NGSL,3000,T3,,
consequently,NGSL,3000,T3,,
constantly,NGSL,3000,T3,,
constitute,NGSL,3000,T3,,
constraint,NGSL,3000,T3,,
consult,NGSL,3000,T3,,
consultant,NGSL,3000,T3,,
consume,NGSL,3000,T3,yes,圧倒する
contemporary,NGSL,3000,T3,,
contest,NGSL,3000,T3,,
continuous,NGSL,3000,T3,,
controversial,NGSL,3000,T3,,
conventional,NGSL,3000,T3,,
convert,NGSL,3000,T3,,
cooperation,NGSL,3000,T3,,
correspond,NGSL,3000,T3,,
cough,NGSL,3000,T3,,
counsel,NGSL,3000,T3,,
counter,NGSL,3000,T3,,
cousin,NGSL,3000,T3,,
coverage,NGSL,3000,T3,,
cow,NGSL,3000,T3,,
crack,NGSL,3000,T3,,
craft,NGSL,3000,T3,,
crazy,NGSL,3000,T3,,
cream,NGSL,3000,T3,,
creative,NGSL,3000,T3,,
creature,NGSL,3000,T3,,
crew,NGSL,3000,T3,,
criticize,NGSL,3000,T3,,
curious,NGSL,3000,T3,,
currency,NGSL,3000,T3,,
curtain,NGSL,3000,T3,,
curve,NGSL,3000,T3,,
custom,NGSL,3000,T3,,
damn,NGSL,3000,T3,yes,ののしる
dare,NGSL,3000,T3,,
darkness,NGSL,3000,T3,,
database,NGSL,3000,T3,,
dealer,NGSL,3000,T3,,
dedicate,NGSL,3000,T3,,
deeply,NGSL,3000,T3,,
deficit,NGSL,3000,T3,,
democratic,NGSL,3000,T3,,
demonstration,NGSL,3000,T3,,
density,NGSL,3000,T3,,
dependent,NGSL,3000,T3,,
deposit,NGSL,3000,T3,,
depress,NGSL,3000,T3,,
depression,NGSL,3000,T3,,
depth,NGSL,3000,T3,,
desert,NGSL,3000,T3,,
designer,NGSL,3000,T3,,
destruction,NGSL,3000,T3,,
detect,NGSL,3000,T3,,
determination,NGSL,3000,T3,,
devote,NGSL,3000,T3,,
dialog,NGSL,3000,T3,,
differently,NGSL,3000,T3,,
dig,NGSL,3000,T3,,
digital,NGSL,3000,T3,,
dimension,NGSL,3000,T3,,
dirty,NGSL,3000,T3,,
disagree,NGSL,3000,T3,,
disaster,NGSL,3000,T3,,
discovery,NGSL,3000,T3,,
dismiss,NGSL,3000,T3,,
disorder,NGSL,3000,T3,,
dispute,NGSL,3000,T3,,
distant,NGSL,3000,T3,,
distinct,NGSL,3000,T3,,
distinction,NGSL,3000,T3,,
disturb,NGSL,3000,T3,,
diversity,NGSL,3000,T3,,
divorce,NGSL,3000,T3,,
dominate,NGSL,3000,T3,,
drag,NGSL,3000,T3,,
dramatically,NGSL,3000,T3,,
dust,NGSL,3000,T3,,
ease,NGSL,3000,T3,,
eastern,NGSL,3000,T3,,
edit,NGSL,3000,T3,,
edition,NGSL,3000,T3,,
efficiency,NGSL,3000,T3,,
elderly,NGSL,3000,T3,,
electric,NGSL,3000,T3,,
electricity,NGSL,3000,T3,,
eliminate,NGSL,3000,T3,,
embarrass,NGSL,3000,T3,,
embrace,NGSL,3000,T3,,
emphasis,NGSL,3000,T3,,
empire,NGSL,3000,T3,,
enterprise,NGSL,3000,T3,,
entertain,NGSL,3000,T3,,
entertainment,NGSL,3000,T3,,
entitle,NGSL,3000,T3,,
entrance,NGSL,3000,T3,yes,"かたく)[通例be ～d]«…で»魅了される, うっとりする(enchant)«by, with»."
envelope,NGSL,3000,T3,,
episode,NGSL,3000,T3,,
equation,NGSL,3000,T3,,
equivalent,NGSL,3000,T3,,
era,NGSL,3000,T3,,
essay,NGSL,3000,T3,,
establishment,NGSL,3000,T3,,
ethnic,NGSL,3000,T3,,
evaluate,NGSL,3000,T3,,
evaluation,NGSL,3000,T3,,
everyday,NGSL,3000,T3,,
evil,NGSL,3000,T3,,
evolution,NGSL,3000,T3,,
evolve,NGSL,3000,T3,,
exact,NGSL,3000,T3,,
exam,NGSL,3000,T3,,
exceed,NGSL,3000,T3,,
excess,NGSL,3000,T3,,
excitement,NGSL,3000,T3,,
exclude,NGSL,3000,T3,,
exhaust,NGSL,3000,T3,,
expansion,NGSL,3000,T3,,
expenditure,NGSL,3000,T3,,
experimental,NGSL,3000,T3,,
exposure,NGSL,3000,T3,,
extension,NGSL,3000,T3,,
extensive,NGSL,3000,T3,,
external,NGSL,3000,T3,,
extract,NGSL,3000,T3,,
extraordinary,NGSL,3000,T3,,
fade,NGSL,3000,T3,,
faithfully,NGSL,3000,T3,,
false,NGSL,3000,T3,,
fancy,NGSL,3000,T3,,
fantastic,NGSL,3000,T3,,
fascinate,NGSL,3000,T3,,
fence,NGSL,3000,T3,,
festival,NGSL,3000,T3,,
fiction,NGSL,3000,T3,,
filter,NGSL,3000,T3,,
firmly,NGSL,3000,T3,,
firstly,NGSL,3000,T3,,
flag,NGSL,3000,T3,,
flash,NGSL,3000,T3,,
flexible,NGSL,3000,T3,,
float,NGSL,3000,T3,,
flood,NGSL,3000,T3,,
fold,NGSL,3000,T3,yes,しわ、ひだ
fool,NGSL,3000,T3,,
forecast,NGSL,3000,T3,,
forever,NGSL,3000,T3,,
format,NGSL,3000,T3,,
formation,NGSL,3000,T3,,
formula,NGSL,3000,T3,,
fortunate,NGSL,3000,T3,,
fortune,NGSL,3000,T3,,
found,NGSL,3000,T3,,
foundation,NGSL,3000,T3,,
fragment,NGSL,3000,T3,,
framework,NGSL,3000,T3,,
frequency,NGSL,3000,T3,,
frequent,NGSL,3000,T3,,
friendship,NGSL,3000,T3,,
frighten,NGSL,3000,T3,,
fulfill,NGSL,3000,T3,,
functional,NGSL,3000,T3,,
furniture,NGSL,3000,T3,,
gallery,NGSL,3000,T3,,
gate,NGSL,3000,T3,,
gay,NGSL,3000,T3,,
gaze,NGSL,3000,T3,,
gear,NGSL,3000,T3,,
gender,NGSL,3000,T3,,
genetic,NGSL,3000,T3,,
gentle,NGSL,3000,T3,,
gently,NGSL,3000,T3,,
genuine,NGSL,3000,T3,,
gesture,NGSL,3000,T3,,
giant,NGSL,3000,T3,,
glance,NGSL,3000,T3,,
god,NGSL,3000,T3,,
golden,NGSL,3000,T3,,
golf,NGSL,3000,T3,,
govern,NGSL,3000,T3,,
governor,NGSL,3000,T3,,
grab,NGSL,3000,T3,,
gradually,NGSL,3000,T3,,
grain,NGSL,3000,T3,yes,（木材・石材・なめし皮などの）組織、きめ、木目、割れ目、繊維、織糸の縦糸方向
grammar,NGSL,3000,T3,,
grand,NGSL,3000,T3,,
grandmother,NGSL,3000,T3,,
grass,NGSL,3000,T3,,
greatly,NGSL,3000,T3,,
greet,NGSL,3000,T3,,
grin,NGSL,3000,T3,,
guideline,NGSL,3000,T3,,
guilty,NGSL,3000,T3,,
guitar,NGSL,3000,T3,,
happiness,NGSL,3000,T3,,
harbor,NGSL,3000,T3,,
harm,NGSL,3000,T3,,
heavily,NGSL,3000,T3,,
height,NGSL,3000,T3,,
hello,NGSL,3000,T3,,
hence,NGSL,3000,T3,,
hero,NGSL,3000,T3,,
hesitate,NGSL,3000,T3,,
hint,NGSL,3000,T3,,
historian,NGSL,3000,T3,,
historic,NGSL,3000,T3,,
holder,NGSL,3000,T3,,
honest,NGSL,3000,T3,,
hook,NGSL,3000,T3,,
hopefully,NGSL,3000,T3,,
horrible,NGSL,3000,T3,,
humor,NGSL,3000,T3,,
hunger,NGSL,3000,T3,,
hurry,NGSL,3000,T3,,
hypothesis,NGSL,3000,T3,,
illegal,NGSL,3000,T3,,
illustration,NGSL,3000,T3,,
imagination,NGSL,3000,T3,,
immigrant,NGSL,3000,T3,,
implementation,NGSL,3000,T3,,
impress,NGSL,3000,T3,,
impressive,NGSL,3000,T3,,
incentive,NGSL,3000,T3,,
inch,NGSL,3000,T3,,
incorporate,NGSL,3000,T3,,
independence,NGSL,3000,T3,,
indication,NGSL,3000,T3,,
infant,NGSL,3000,T3,,
infection,NGSL,3000,T3,,
inflation,NGSL,3000,T3,,
initially,NGSL,3000,T3,,
injure,NGSL,3000,T3,,
inner,NGSL,3000,T3,,
innocent,NGSL,3000,T3,,
innovation,NGSL,3000,T3,,
input,NGSL,3000,T3,,
inquiry,NGSL,3000,T3,,
insight,NGSL,3000,T3,,
inspire,NGSL,3000,T3,,
institutional,NGSL,3000,T3,,
insure,NGSL,3000,T3,,
intense,NGSL,3000,T3,,
interior,NGSL,3000,T3,,
interpret,NGSL,3000,T3,,
intervention,NGSL,3000,T3,,
invent,NGSL,3000,T3,,
invitation,NGSL,3000,T3,,
involvement,NGSL,3000,T3,,
iron,NGSL,3000,T3,,
isolate,NGSL,3000,T3,,
jacket,NGSL,3000,T3,,
jail,NGSL,3000,T3,,
journal,NGSL,3000,T3,,
joy,NGSL,3000,T3,,
jury,NGSL,3000,T3,,
justify,NGSL,3000,T3,,
keen,NGSL,3000,T3,,
knee,NGSL,3000,T3,,
knife,NGSL,3000,T3,,
laboratory,NGSL,3000,T3,,
laughter,NGSL,3000,T3,,
layer,NGSL,3000,T3,,
lazy,NGSL,3000,T3,,
league,NGSL,3000,T3,,
leap,NGSL,3000,T3,,
leather,NGSL,3000,T3,,
lecture,NGSL,3000,T3,,
lend,NGSL,3000,T3,,
liability,NGSL,3000,T3,yes,法的責任 / （・・・の）傾向、（・・・に）なりやすい性質 / （・・・を）免れないこと
limitation,NGSL,3000,T3,,
lip,NGSL,3000,T3,,
liquid,NGSL,3000,T3,,
listener,NGSL,3000,T3,,
literally,NGSL,3000,T3,,
literary,NGSL,3000,T3,,
log,NGSL,3000,T3,,
logic,NGSL,3000,T3,,
loose,NGSL,3000,T3,,
loud,NGSL,3000,T3,,
lover,NGSL,3000,T3,,
luxury,NGSL,3000,T3,,
mad,NGSL,3000,T3,,
magic,NGSL,3000,T3,,
maintenance,NGSL,3000,T3,,
maker,NGSL,3000,T3,,
march,NGSL,3000,T3,,
margin,NGSL,3000,T3,,
mate,NGSL,3000,T3,,
mature,NGSL,3000,T3,,
mayor,NGSL,3000,T3,,
measurement,NGSL,3000,T3,,
membership,NGSL,3000,T3,,
menu,NGSL,3000,T3,,
mere,NGSL,3000,T3,,
mess,NGSL,3000,T3,,
meter,NGSL,3000,T3,,
mirror,NGSL,3000,T3,,
mixture,NGSL,3000,T3,,
mode,NGSL,3000,T3,,
moderate,NGSL,3000,T3,,
modify,NGSL,3000,T3,,
module,NGSL,3000,T3,,
mom,NGSL,3000,T3,,
monthly,NGSL,3000,T3,,
mood,NGSL,3000,T3,,
moon,NGSL,3000,T3,,
mortgage,NGSL,3000,T3,,
motivate,NGSL,3000,T3,,
motivation,NGSL,3000,T3,,
motor,NGSL,3000,T3,,
mount,NGSL,3000,T3,,
muscle,NGSL,3000,T3,,
musician,NGSL,3000,T3,,
mutual,NGSL,3000,T3,,
mystery,NGSL,3000,T3,,
narrative,NGSL,3000,T3,,
naturally,NGSL,3000,T3,,
neglect,NGSL,3000,T3,,
nerve,NGSL,3000,T3,,
nervous,NGSL,3000,T3,,
newly,NGSL,3000,T3,,
nose,NGSL,3000,T3,,
noun,NGSL,3000,T3,,
nowadays,NGSL,3000,T3,,
nowhere,NGSL,3000,T3,,
numerous,NGSL,3000,T3,,
obligation,NGSL,3000,T3,,
occasionally,NGSL,3000,T3,,
ocean,NGSL,3000,T3,,
offense,NGSL,3000,T3,,
opera,NGSL,3000,T3,,
operator,NGSL,3000,T3,,
opponent,NGSL,3000,T3,,
orange,NGSL,3000,T3,,
organic,NGSL,3000,T3,,
overcome,NGSL,3000,T3,,
overseas,NGSL,3000,T3,,
owe,NGSL,3000,T3,,
ownership,NGSL,3000,T3,,
pace,NGSL,3000,T3,,
pale,NGSL,3000,T3,,
panic,NGSL,3000,T3,,
paragraph,NGSL,3000,T3,,
parallel,NGSL,3000,T3,,
participation,NGSL,3000,T3,,
partnership,NGSL,3000,T3,,
passion,NGSL,3000,T3,,
peer,NGSL,3000,T3,,
pen,NGSL,3000,T3,,
penalty,NGSL,3000,T3,,
pension,NGSL,3000,T3,,
perceive,NGSL,3000,T3,yes,認める、理解する
perception,NGSL,3000,T3,,
permission,NGSL,3000,T3,,
personnel,NGSL,3000,T3,,
persuade,NGSL,3000,T3,,
phenomenon,NGSL,3000,T3,,
philosophy,NGSL,3000,T3,,
piano,NGSL,3000,T3,,
pig,NGSL,3000,T3,,
pile,NGSL,3000,T3,,
pink,NGSL,3000,T3,,
pipe,NGSL,3000,T3,,
pitch,NGSL,3000,T3,,
planet,NGSL,3000,T3,,
platform,NGSL,3000,T3,,
pleasant,NGSL,3000,T3,,
poem,NGSL,3000,T3,,
poet,NGSL,3000,T3,,
poetry,NGSL,3000,T3,,
pollution,NGSL,3000,T3,,
port,NGSL,3000,T3,,
portion,NGSL,3000,T3,,
portrait,NGSL,3000,T3,,
pose,NGSL,3000,T3,,
possess,NGSL,3000,T3,,
possession,NGSL,3000,T3,,
pot,NGSL,3000,T3,,
potato,NGSL,3000,T3,,
potentially,NGSL,3000,T3,,
pour,NGSL,3000,T3,,
poverty,NGSL,3000,T3,,
praise,NGSL,3000,T3,,
pray,NGSL,3000,T3,,
precise,NGSL,3000,T3,,
precisely,NGSL,3000,T3,,
preference,NGSL,3000,T3,,
pregnancy,NGSL,3000,T3,,
pregnant,NGSL,3000,T3,,
preparation,NGSL,3000,T3,yes,-（薬品・食品の）調整品、調合品
presumably,NGSL,3000,T3,,
pretend,NGSL,3000,T3,,
pride,NGSL,3000,T3,,
printer,NGSL,3000,T3,,
prisoner,NGSL,3000,T3,,
privilege,NGSL,3000,T3,,
prize,NGSL,3000,T3,,
pro,NGSL,3000,T3,,
probability,NGSL,3000,T3,,
profession,NGSL,3000,T3,,
profile,NGSL,3000,T3,,
promotion,NGSL,3000,T3,,
prompt,NGSL,3000,T3,,
proof,NGSL,3000,T3,,
province,NGSL,3000,T3,,
psychological,NGSL,3000,T3,,
pub,NGSL,3000,T3,,
publication,NGSL,3000,T3,,
publisher,NGSL,3000,T3,,
pump,NGSL,3000,T3,,
pupil,NGSL,3000,T3,,
pure,NGSL,3000,T3,,
qualification,NGSL,3000,T3,,
quantity,NGSL,3000,T3,,
quietly,NGSL,3000,T3,,
racial,NGSL,3000,T3,,
radical,NGSL,3000,T3,,
rail,NGSL,3000,T3,,
random,NGSL,3000,T3,,
rapid,NGSL,3000,T3,,
rarely,NGSL,3000,T3,,
rat,NGSL,3000,T3,,
ratio,NGSL,3000,T3,,
